station_id,turbine_type,rotor_diameter,hub_height,cut_in,cut_out,rated_wind_speed,park_age,altitude,most_important_static_feature,most_important_static_weight,most_important_past_feature,most_important_past_weight,most_important_future_feature,most_important_future_weight,in_sample
03032,Vestas V90,90.0,95,4.0,25.0,13.0,6.286105407255304,25.0,park_age,0.3440265357494354,power,0.527930498123169,wind_speed_h127,0.3932422399520874,True
00591,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,14.417522245037643,45.0,park_age,0.4597324430942535,power,0.5261615514755249,wind_speed_h127,0.5670285820960999,True
02812,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,4.53388090349076,156.0,altitude,0.1968765407800674,power,0.4590105712413788,wind_speed_h127,0.419929027557373,True
03946,Vestas V90,90.0,95,4.0,25.0,13.0,17.27310061601643,387.0,cut_in,0.3323521614074707,power,0.5464577674865723,wind_speed_h127,0.501207172870636,True
00303,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,3.794661190965092,55.0,park_age,0.2259979397058487,power,0.5076156258583069,wind_speed_h127,0.5590277314186096,True
00891,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,25.5523613963039,5.0,cut_out,0.4758704900741577,power,0.537308931350708,wind_speed_h127,0.4850471019744873,True
04336,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,26.573579739904176,319.0,cut_out,0.4688968956470489,power,0.5892313122749329,wind_speed_h127,0.5474353432655334,True
15000,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,21.527720739219717,231.0,rated_wind_speed,0.6119198799133301,power,0.4973376393318176,wind_speed_h127,0.4904162585735321,True
01694,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,13.114305270362763,59.0,rotor_diameter,0.4920307993888855,power,0.5923375487327576,wind_speed_h127,0.5735260248184204,True
05490,Vestas V90,90.0,95,4.0,25.0,13.0,24.65434633812457,233.0,cut_out,0.5402071475982666,power,0.5564742684364319,wind_speed_h127,0.4956627488136291,True
01605,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,4.698151950718686,35.0,park_age,0.2627258598804474,power,0.5901520848274231,wind_speed_h127,0.5789585709571838,True
04271,Vestas V90,90.0,95,4.0,25.0,13.0,11.5564681724846,5.0,park_age,0.3780876696109772,power,0.560616135597229,wind_speed_h127,0.5075259208679199,True
00656,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,13.092402464065708,607.0,park_age,0.3167723417282104,power,0.52776700258255,wind_speed_h127,0.5355424284934998,True
00691,Vestas V90,90.0,95,4.0,25.0,13.0,16.982888432580424,4.0,park_age,0.3755397498607635,power,0.5294150710105896,wind_speed_h127,0.5184578895568848,True
03761,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,24.22724161533197,276.0,rated_wind_speed,0.3409180045127868,power,0.6143532991409302,wind_speed_h127,0.5111739635467529,True
00198,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,12.553045859000685,164.0,cut_in,0.2208686470985412,power,0.483845978975296,wind_speed_h127,0.4387710094451904,True
01443,Vestas V90,90.0,95,4.0,25.0,13.0,18.803559206023277,237.0,hub_height,0.3664532303810119,power,0.4925953447818756,wind_speed_h78,0.4219892024993896,True
06163,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,26.38466803559206,27.0,cut_out,0.4702773094177246,power,0.5650643110275269,wind_speed_h127,0.5356128215789795,True
04464,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,11.983572895277208,501.0,cut_in,0.3325329124927521,power,0.4966278672218323,wind_speed_h127,0.4558111429214477,True
03513,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,12.366872005475702,845.0,cut_in,0.3974694609642029,power,0.4637735784053802,wind_speed_h127,0.4325579106807709,True
01975,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,23.299110198494184,11.0,cut_out,0.3824463188648224,power,0.4994405806064605,wind_speed_h127,0.5220974087715149,True
00427,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,15.017111567419576,46.0,park_age,0.452485591173172,power,0.4962722659111023,wind_speed_h127,0.5038491487503052,True
01691,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,4.19438740588638,167.0,altitude,0.1967468410730362,power,0.4259709119796753,wind_speed_h127,0.4621768891811371,True
07394,Vestas V90,90.0,95,4.0,25.0,13.0,12.158795345653662,622.0,cut_in,0.5726060271263123,power,0.5170168280601501,wind_speed_h127,0.4813209474086761,True
07370,Vestas V90,90.0,95,4.0,25.0,13.0,26.663928815879533,499.0,altitude,0.7380989193916321,power,0.473253458738327,wind_speed_h127,0.4925983250141144,True
05906,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,34.03148528405202,98.0,cut_out,0.5963171124458313,power,0.6119983792304993,wind_speed_h127,0.5035017728805542,True
03093,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,9.292265571526352,16.0,park_age,0.3487869203090668,power,0.6003851890563965,wind_speed_h127,0.5713661313056946,True
03268,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,20.643394934976044,900.0,cut_in,0.5377817153930664,power,0.5405856966972351,wind_speed_h127,0.5210988521575928,True
15444,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,13.229295003422314,593.0,park_age,0.3137660622596741,power,0.5430911779403687,wind_speed_h127,0.505570113658905,True
00282,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,15.433264887063656,240.0,cut_in,0.367292582988739,power,0.647890031337738,wind_speed_h127,0.5123666524887085,True
05440,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,22.428473648186174,439.0,cut_in,0.3048571348190307,power,0.5391468405723572,wind_speed_h127,0.4639243483543396,True
05779,Vestas V90,90.0,95,4.0,25.0,13.0,27.991786447638603,877.0,altitude,0.7076537013053894,power,0.4749496579170227,wind_speed_h127,0.4924910068511963,True
00460,Vestas V90,90.0,95,4.0,25.0,13.0,22.746064339493497,362.0,altitude,0.7034635543823242,power,0.3925514817237854,wind_speed_h127,0.4580130875110626,True
00856,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,25.97946611909651,551.0,altitude,0.4731086194515228,power,0.532486081123352,wind_speed_h127,0.4540631771087646,True
00963,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,7.885010266940451,38.0,cut_in,0.2319793552160263,power,0.5449931621551514,wind_speed_h127,0.5235457420349121,False
00704,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,20.531143052703623,11.0,hub_height,0.6313478946685791,power,0.5567581653594971,wind_speed_h127,0.5392253994941711,False
04745,Vestas V90,90.0,95,4.0,25.0,13.0,4.678986995208761,75.0,park_age,0.2324495464563369,power,0.4788225889205932,wind_speed_h127,0.5316232442855835,False
00342,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,19.707049965776864,103.0,hub_height,0.6534383296966553,power,0.5120349526405334,wind_speed_h127,0.5631053447723389,False
01766,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,29.7056810403833,48.0,cut_out,0.579255223274231,power,0.4960494339466095,wind_speed_h127,0.499228686094284,False
01544,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,26.34633812457221,47.0,cut_out,0.5432119965553284,power,0.535186231136322,wind_speed_h127,0.5509181618690491,False
05516,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,10.655715263518138,3.0,park_age,0.2439219653606414,power,0.4674838781356811,wind_speed_h127,0.3388705551624298,False
04466,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,11.408624229979466,43.0,park_age,0.2412561923265457,power,0.5491200089454651,wind_speed_h127,0.5602983832359314,False
01200,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,19.189596167008897,3.0,cut_out,0.3580032289028168,power,0.460248738527298,wind_speed_h127,0.4508707821369171,False
02171,Vestas V90,90.0,95,4.0,25.0,13.0,13.96851471594798,272.0,cut_in,0.3171005547046661,power,0.5797179341316223,wind_speed_h127,0.5148736834526062,False
00880,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,12.750171115674195,69.0,park_age,0.4477482140064239,power,0.5292954444885254,wind_speed_h127,0.5433542728424072,False
02794,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,14.836413415468858,40.0,rated_wind_speed,0.4006504416465759,power,0.5455183982849121,wind_speed_h127,0.5568852424621582,False
04393,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,12.073921971252568,5.0,rotor_diameter,0.420201301574707,power,0.5090786814689636,wind_speed_h127,0.4447591304779053,False
07369,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,6.398357289527721,475.0,cut_in,0.4176267385482788,power,0.4525002539157867,wind_speed_h127,0.4942288100719452,False
03126,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,12.2984257357974,79.0,park_age,0.356321781873703,power,0.5967903733253479,wind_speed_h127,0.5793383121490479,False
00232,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,25.155373032169745,462.0,altitude,0.7275419235229492,power,0.3639789223670959,wind_speed_h127,0.4334627389907837,False
00164,Vestas V90,90.0,95,4.0,25.0,13.0,10.56536618754278,54.0,park_age,0.3579388856887817,power,0.5655723810195923,wind_speed_h127,0.5455259680747986,False
02261,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,33.190965092402465,565.0,cut_out,0.4768577516078949,power,0.4838394820690155,wind_speed_h127,0.4713985323905945,False
07393,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,10.77344284736482,116.0,cut_in,0.2455056309700012,power,0.5820584297180176,wind_speed_h127,0.5558969974517822,False
05158,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,29.363449691991782,159.0,cut_out,0.5592337250709534,power,0.5811704993247986,wind_speed_h127,0.5068206787109375,False
07412,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,12.826830937713895,340.0,cut_in,0.3226338922977447,power,0.5727947354316711,wind_speed_h127,0.5105770230293274,False
03379,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,13.935660506502396,515.0,park_age,0.2967447340488434,power,0.5144158601760864,wind_speed_h127,0.4756403267383575,False
05349,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,8.602327173169062,73.0,park_age,0.2604009509086609,power,0.496736466884613,wind_speed_h127,0.5181558132171631,False
07341,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,28.01368925393566,119.0,cut_out,0.5540935397148132,power,0.4738520383834839,wind_speed_h127,0.4990477561950683,False
03028,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,3.2279260780287475,157.0,cut_in,0.2147895693778991,power,0.6216112375259399,wind_speed_h127,0.5398436784744263,False
13674,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,11.808350444900752,237.0,cut_in,0.2884115874767303,power,0.6620391607284546,wind_speed_h127,0.5204437971115112,False
01684,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,24.695414099931558,239.0,cut_out,0.612944483757019,power,0.622644305229187,wind_speed_h127,0.5572667121887207,False
02925,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,9.776865160848734,356.0,cut_in,0.2613621056079864,power,0.4166052937507629,wind_speed_h127,0.4411159455776214,False
04177,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,29.70294318959617,116.0,cut_out,0.6030123233795166,power,0.603068470954895,wind_speed_h127,0.5181155204772949,False
07368,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,15.285420944558522,312.0,park_age,0.3207914531230926,power,0.5340600609779358,wind_speed_h127,0.5365438461303711,False
01303,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,13.210130047912388,150.0,rated_wind_speed,0.3466419875621795,power,0.5166223645210266,wind_speed_h127,0.5328047871589661,False
07395,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,12.454483230663929,351.0,park_age,0.3308106660842895,power,0.5998247861862183,wind_speed_h127,0.4831469655036926,False
03015,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,10.82819986310746,98.0,park_age,0.2031633108854293,power,0.4875103831291199,wind_speed_h127,0.4688675999641418,False
04280,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,15.80287474332649,386.0,cut_in,0.4009568691253662,power,0.6421476006507874,wind_speed_h127,0.5237281918525696,False
01262,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,26.49691991786448,446.0,cut_out,0.5629891753196716,power,0.5812935829162598,wind_speed_h127,0.4718199372291565,False
00183,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,24.695414099931558,42.0,cut_out,0.5632368922233582,power,0.5171329975128174,wind_speed_h127,0.4348861873149872,False
05546,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,11.61122518822724,187.0,cut_in,0.256459504365921,power,0.6094457507133484,wind_speed_h127,0.5451574325561523,False
01587,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,22.639288158795345,536.0,altitude,0.3558267951011657,power,0.5192378163337708,wind_speed_h127,0.5152664184570312,False
07410,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,10.20123203285421,350.0,cut_in,0.5260924696922302,power,0.532777726650238,wind_speed_h127,0.4971984624862671,False
03631,Vestas V90,90.0,95,4.0,25.0,13.0,9.070499657768652,12.0,park_age,0.2223329395055771,power,0.4312563240528106,wind_speed_h127,0.3424805402755737,False
00433,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,30.55441478439425,48.0,cut_out,0.5969247221946716,power,0.6133257746696472,wind_speed_h127,0.5513505935668945,False
02712,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,12.780287474332647,428.0,cut_in,0.3790337145328522,power,0.5494802594184875,wind_speed_h78,0.444314569234848,False
05029,Vestas V90,90.0,95,4.0,25.0,13.0,21.377138945927445,387.0,rated_wind_speed,0.2714256942272186,power,0.4868389368057251,wind_speed_h127,0.499143898487091,False
06197,Vestas V90,90.0,95,4.0,25.0,13.0,24.66255989048597,258.0,cut_out,0.5552170276641846,power,0.6020997762680054,wind_speed_h127,0.5452559590339661,False
07374,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,8.153319644079398,46.0,park_age,0.3401871919631958,power,0.4506718814373016,wind_speed_h127,0.5007883310317993,False
03660,Vestas V80-1.8,80.0,78,4.0,25.0,15.0,10.559890485968516,485.0,park_age,0.3117006421089172,power,0.5850244164466858,wind_speed_h127,0.5447551012039185,False
02597,Enercon E-115 2.500,115.0,149,3.0,34.0,12.0,15.983572895277208,282.0,cut_in,0.3866477310657501,power,0.6584585309028625,wind_speed_h127,0.5087543725967407,False
05800,Vestas V112-3.45,112.0,119,3.0,25.0,13.0,11.928815879534566,615.0,cut_in,0.3410628736019134,power,0.5607819557189941,wind_speed_h78,0.4407168924808502,False
03196,Enercon E-70 E4 2.300,71.0,57,2.5,34.0,15.0,14.60643394934976,81.0,rotor_diameter,0.4807381331920624,power,0.5713543891906738,wind_speed_h127,0.5848536491394043,False
00867,Enercon E-82 E2 2.000,82.0,138,2.0,34.0,12.5,27.540041067761805,344.0,cut_out,0.5927842259407043,power,0.625663697719574,wind_speed_h127,0.5043290257453918,False
